team,espn_name,twitter,url,ncaa_id,stats_name,private,team_state,conference,division
Carson-Newman,Carson-Newman,CNwbasketball,https://www.cneagles.com/sports/w-baskbl/index,1000,Carson-Newman,NA,TN,SAC,II
Catawba,Catawba,catawba_wbb,http://gocatawbaindians.com/sport.asp?sportID=3,1001,Catawba,NA,NC,SAC,II
Central Arkansas,C Arkansas,ucawbb,https://ucasports.com/sports/womens-basketball,1004,Central Ark.,NA,AR,ASUN,I
Central Okla.,Central Okla.,UCOWBB,https://bronchosports.com/sports/womens-basketball,1009,Central Okla.,NA,OK,Mid-America Intercollegiate,II
Central Wash.,Central Wash.,cwu_wbb,https://wildcatsports.com/sports/womens-basketball,1010,Central Wash.,NA,WA,Great Northwest,II
Chadron St.,Chadron St.,ChadronEagles,https://chadroneagles.com/sports/womens-basketball,1012,Chadron St.,NA,NE,RMAC,II
Charleston (WV),Charleston (WV),ucwv_wbb,https://ucgoldeneagles.com/sports/womens-basketball,1013,Charleston (WV),NA,WV,MEC,II
College of Charleston,Charleston,cofcwbb,https://cofcsports.com/sports/womens-basketball,1014,Col. of Charleston,NA,SC,CAA,I
Christian Brothers,Christian Brothers,cbubucswbb,https://cbubucs.com/sports/womens-basketball,1015,Christian Brothers,NA,TN,Gulf South,II
Coker,Coker,Coker_WBB,https://www.cokercobras.com/sports/wbkb/index,1023,Coker,NA,SC,SAC,II
Concord,Concord,CU_WBB,https://cumountainlions.com/sports/womens-basketball,1028,Concord,NA,WV,MEC,II
Concordia Wisconsin,Concordia Wisconsin,CUWWBB,https://www.cuwfalcons.com/sports/wbkb/index,1036,Concordia Wisconsin,NA,WI,NACC,III
Defiance,Defiance,DCWB_,https://www.defianceathletics.com/sports/wbkb/index,1050,Defiance,NA,OH,HCAC,III
Drury,Drury,DULadyPanthers,https://drurypanthers.com/sports/womens-basketball,1057,Drury,NA,MO,GLVC,II
D'Youville,D'Youville,dy_wbb,https://athletics.dyc.edu/sports/wbkb/index,1059,D'Youville,NA,NY,ECC,II
East Tex. Baptist,East Tex. Baptist,ETBU_WBSK,https://goetbutigers.com/sports/womens-basketball,1062,East Tex. Baptist,NA,TX,ASC,III
Eastern Nazarene,Eastern Nazarene,ENCWBB,https://athletics.enc.edu/sports/wbkb/index,1064,Eastern Nazarene,NA,MA,NECC,III
Edgewood,Edgewood,EdgewoodWbb,https://edgewoodcollegeeagles.com/sports/womens-basketball,1066,Edgewood,NA,WI,NACC,III
Elon,Elon,ElonWBasketball,https://elonphoenix.com/sports/womens-basketball,1068,Elon,NA,NC,CAA,I
Emporia St.,Emporia St.,LadyHornetWBB,https://esuhornets.com/sports/womens-basketball,1071,Emporia St.,NA,KS,Mid-America Intercollegiate,II
Erskine,Erskine,FlyingFleetWBB,https://erskinesports.com/sports/womens-basketball,1072,Erskine,NA,SC,Conference Carolinas,II
Fairmont St.,Fairmont St.,FairmontWbb,https://fightingfalcons.com/sports/womens-basketball,1076,Fairmont St.,NA,WV,MEC,II
Findlay,Findlay,UFWBB,https://athletics.findlay.edu/sports/wbkb/index,1079,NA,NA,OH,G-MAC,II
Fort Lewis,Fort Lewis,FortLewis_WBB,https://goskyhawks.com/sports/womens-basketball,1083,Fort Lewis,FALSE,CO,RMAC,II
Francis Marion,Francis Marion,FM_WBB,https://fmupatriots.com/sports/womens-basketball/,1085,NA,NA,SC,Conference Carolinas,II
Gardner-Webb,Gardner-Webb,GWU_WBK,https://gwusports.com/sports/womens-basketball,1092,Gardner-Webb,NA,NC,Big South,I
George Fox,George Fox,GeorgeFoxWBB,https://athletics.georgefox.edu/sports/womens-basketball,1094,NA,NA,OR,NWC,III
Georgia College,Georgia College,gcbobcatswbb,https://www.gcbobcats.com/sports/wbkb/index,1096,NA,NA,GA,Peach Belt,II
Glenville St.,Glenville St.,LadyPioneers_,https://gscpioneers.com/sports/womens-basketball,1098,Glenville St.,NA,WV,MEC,II
Grand Canyon,Grand Canyon,gcu_wbb,https://gculopes.com/sports/womens-basketball,1104,Grand Canyon,NA,AZ,WAC,I
Greenville,Greenville,guwbball,http://athletics.greenville.edu/sports/wbkb/index,1111,NA,NA,IL,SLIAC,III
Guilford,Guilford,GuilfordWBB,https://guilfordquakers.com/sports/womens-basketball/roster,1112,NA,NA,NC,ODAC,III
Hanover,Hanover,HanoverWBB,https://athletics.hanover.edu/sports/wbball,1115,Hanover,NA,IN,HCAC,III
Harding,Harding,Harding_WBB,https://hardingsports.com/sports/womens-basketball,1116,Harding,NA,AR,GAC,II
Henderson St.,Henderson St.,ReddiesWBB,https://hsusports.com/sports/womens-basketball,1123,Henderson St.,NA,AR,GAC,II
Hendrix,Hendrix,HX_WBB,https://hendrixwarriors.com/sports/womens-basketball,1124,Hendrix,NA,AR,SAA,III
Holy Family,Holy Family,HolyFamily_WBB,https://athletics.holyfamily.edu/sports/womens-basketball,1126,Holy Family,NA,PA,CACC,II
Huntingdon,Huntingdon,HCHawksWBB,https://www.huntingdonhawks.com/sports/wbkb/index,1130,NA,NA,AL,CCS,III
Husson,Husson,Hussonwbb,https://hussoneagles.com/sports/wbkb/index,1133,NA,NA,ME,North Atlantic,III
Neb.-Kearney,Neb.-Kearney,UNKWBB,https://lopers.com/sports/womens-basketball,1156,Neb.-Kearney,NA,NE,Mid-America Intercollegiate,II
Kennesaw State,Kennesaw St,ksuowlswbb,https://ksuowls.com/sports/womens-basketball,1157,Kennesaw St.,NA,GA,ASUN,I
Keuka,Keuka,KeukaWBB,https://www.keukaathletics.com/sports/wbkb/index,1159,NA,NA,NY,Empire 8,III
LaGrange,LaGrange,LCPanthers_WBB,https://www.lagrangepanthers.com/sports/wbkb/index,1162,NA,NA,GA,CCS,III
Lakeland,Lakeland,MuskiesWBB,https://lakelandmuskies.com/sports/womens-basketball,1164,NA,NA,WI,NACC,III
Lander,Lander,LanderWBB,https://landerbearcats.com/sports/wbball,1167,NA,NA,NY,Peach Belt,II
Lenoir-Rhyne,Lenoir-Rhyne,LRUWBB,https://lrbears.com/sports/womens-basketball,1170,NA,NA,NC,SAC,II
Limestone,Limestone,LCWBB,https://golimestonesaints.com/sports/womens-basketball,1174,Limestone,NA,SC,SAC,II
Linfield,Linfield,linfieldwbb,https://golinfieldwildcats.com/sports/womens-basketball,1179,Linfield,NA,OR,NWC,III
Marian (WI),Marian (WI),marianwbb,https://www.muknights.com/sport/0/2,1196,NA,NA,WI,NACC,III
Mars Hill,Mars Hill,MarsHill_WBB,https://www.marshilllions.com/sports/wbkb/index,1199,Mars Hill,NA,NC,SAC,II
Mary Hardin-Baylor,Mary Hardin-Baylor,cruwomenshoops,https://cruathletics.com/sports/womens-basketball,1203,NA,NA,TX,ASC,III
Montevallo,Montevallo,MontevalloWBB,https://montevallofalcons.com/sports/womens-basketball,1238,NA,NA,AL,Gulf South,II
MSU Moorhead,MSU Moorhead,MSUM_WBB,https://www.msumdragons.com/sports/womens-basketball,1240,NA,NA,MN,NSIC,II
Mount Olive,Mount Olive,umowbb,https://umotrojans.com/sports/womens-basketball,1245,Mount Olive,NA,NC,Conference Carolinas,II
Neumann,Neumann,NeumannWBB,https://www.neumannathletics.com/sports/womens-basketball,1254,Neumann,NA,PA,Atlantic East,III
Newberry,Newberry,newberry_wbb,https://newberrywolves.com/sports/womens-basketball,1257,Newberry,NA,SC,SAC,II
Northern St.,Northern St.,nsuwolves_wbb,https://nsuwolves.com/sports/womens-basketball,1266,Northern St.,NA,SD,NSIC,II
Northland,Northland,jillswbb,https://northlandcollegesports.com/sports/womens-basketball,1267,Northland,NA,WI,UMAC,III
Northwest Nazarene,Northwest Nazarene,NnuWbb,https://nnusports.com/sports/womens-basketball,1274,Northwest Nazarene,NA,ID,Great Northwest,II
Alliance,Alliance,NyackWomen,https://athletics.nyack.edu/sports/wbkb/index,1277,NA,NA,NY,CACC,II
Ouachita Baptist,Ouachita Baptist,OBULadyTigers,https://obutigers.com/sports/womens-basketball,1289,Ouachita Baptist,NA,AR,GAC,II
Cairn,Cairn,CairnWBB,https://www.cairnhighlanders.com/sports/womens-basketball,1305,NA,NA,PA,CSAC,III
Pittsburg St.,Pittsburg St.,GorillasWBB,https://pittstategorillas.com/sports/womens-basketball,1314,Pittsburg St.,NA,KS,Mid-America Intercollegiate,II
Pitt.-Bradford,Pitt.-Bradford,upb_wbb,https://athletics.pittbradford.org/sports/wbkb/index,1315,NA,NA,PA,AMCC,III
Post,Post,PostWBB,https://posteagles.com/sports/womens-basketball,1318,Post,NA,CT,CACC,II
Presbyterian College,Presbyterian,bluehosewbb,https://gobluehose.com/sports/womens-basketball,1320,Presbyterian,NA,SC,Big South,I
Rockhurst,Rockhurst,RockhurstWBB,https://rockhursthawks.com/sports/womens-basketball,1328,Rockhurst,NA,MO,GLVC,II
St. Edward's,St. Edward's,SEUWBasketball,https://gohilltoppers.com/sports/womens-basketball,1334,St. Edward's,NA,TX,Lone Star,II
St. Joseph's (L.I.),St. Joseph's (L.I.),sjc_wbb,https://sjliathletics.com/sports/wbkb/index,1340,NA,NA,NY,Skyline,III
Saint Martin's,Saint Martin's,SMUSaints_WBB,https://smusaints.com/sports/womens-basketball,1343,Saint Martin's,NA,WA,Great Northwest,II
St. Mary's (TX),St. Mary's (TX),StMUwbb,https://rattlerathletics.com/sports/womens-basketball,1346,St. Mary's (TX),NA,TX,Lone Star,II
St. Thomas Aquinas,St. Thomas Aquinas,STACWBB,https://www.stacathletics.com/sports/wbkb/index,1348,NA,NA,NY,ECC,II
Schreiner,Schreiner,SchreinerWBK,https://schreinermountaineers.com/sports/wbkb/index,1355,Schreiner,NA,TX,SCAC,III
Seattle,Seattle U,seattleu_wbb,https://goseattleu.com/sports/womens-basketball,1356,Seattle U,FALSE,WA,WAC,I
Southeastern Okla.,Southeastern Okla.,SavageStormWBB,https://gosoutheastern.com/sports/womens-basketball,1371,Southeastern Okla.,NA,OK,GAC,II
Southern Ark.,Southern Ark.,SAUWBasketball,https://muleriderathletics.com/sports/womens-basketball,1376,Southern Ark.,NA,AR,GAC,II
Sul Ross St.,Sul Ross St.,SRSU_WBB,https://srlobos.com/sports/womens-basketball,1390,NA,NA,TX,ASC,III
Tarleton St.,Tarleton St.,TarletonWBB,https://tarletonsports.com/sports/womens-basketball,1395,Tarleton St.,NA,TX,WAC,I
Texas Lutheran,Texas Lutheran,TLUwbb,https://tlubulldogs.com/sports/wbkb/index,1400,Texas Lutheran,NA,TX,SCAC,III
Tiffin,Tiffin,TiffinUwbb,https://www.gotiffindragons.com/sports/wbkb/index,1403,NA,NA,OH,G-MAC,II
Wayne St. (NE),Wayne St. (NE),WayneStateWBB,https://wscwildcats.com/sports/womens-basketball,1433,Wayne St. (NE),NA,NE,NSIC,II
Waynesburg,Waynesburg,LadyJ_Hoops,https://waynesburgsports.com/sports/womens-basketball,1434,Waynesburg,NA,PA,PAC,III
West Liberty,West Liberty,WLU_Hoops,https://hilltoppersports.com/sports/womens-basketball,1438,West Liberty,NA,WV,MEC,II
West Virginia St.,West Virginia St.,WVSULadyJackets,https://wvsuyellowjackets.com/sports/womens-basketball,1439,NA,NA,WV,MEC,II
Western N.M.,Western N.M.,WNMU_WBB,https://wnmumustangs.com/index.aspx?path=wbball,1445,NA,NA,NM,Lone Star,II
Western Ore.,Western Ore.,WOUWBB,https://wouwolves.com/sports/womens-basketball,1446,Western Ore.,NA,OR,Great Northwest,II
Western Wash.,Western Wash.,WWUbasketball,https://wwuvikings.com/sports/womens-basketball,1448,Western Wash.,NA,WA,Great Northwest,II
Westminster (PA),Westminster (PA),WC_WBB,https://athletics.westminster.edu/sports/womens-basketball,1451,Westminster (PA),NA,PA,PAC,III
Whitworth,Whitworth,BucWBB,https://whitworthpirates.com/sports/womens-basketball,1454,Whitworth,NA,WA,NWC,III
Wilmington (OH),Wilmington (OH),DubC_LQB,http://www.wilmingtonquakers.com/sports/wbkb/index,1461,NA,NA,OH,OAC,III
Wingate,Wingate,WingateWBB,https://wingatebulldogs.com/sports/womens-basketball,1462,NA,NA,NC,SAC,II
Goucher,Goucher,GoucherWBB,https://athletics.goucher.edu/sports/wbkb/index,1467,NA,NA,MD,Landmark,III
Arkansas-Pine Bluff,AR-Pine Bluff,uapbwbb,https://uapblionsroar.com/sports/womens-basketball,2678,Arkansas-Pine Bluff,NA,AR,SWAC,I
Belmont Abbey,Belmont Abbey,AbbeyWBB,https://abbeyathletics.com/sports/womens-basketball,2683,Belmont Abbey,NA,NC,Conference Carolinas,II
Franklin,Franklin,FCGrizWBB,https://franklingrizzlies.com/sports/wbkb/index,2694,NA,NA,IN,HCAC,III
IUPUI,IUPUI,IUPUILadyJags,https://iupuijags.com/sports/womens-basketball,2699,Iupui,FALSE,IN,Horizon,I
Kansas City,Kansas City,KCRoosWBB,https://kcroos.com/sports/womens-basketball,2707,Kansas City,NA,MO,Summit League,I
North Florida,North Florida,ospreywbb,https://unfospreys.com/sports/womens-basketball,2711,North Florida,NA,FL,ASUN,I
Oglethorpe,Oglethorpe,GoPetrelsWBB,https://gopetrels.com/sports/womens-basketball,2713,NA,NA,GA,SAA,III
Colorado St.-Pueblo,Colorado St.-Pueblo,CSUPuebloWBB,https://gothunderwolves.com/sports/womens-basketball,2720,Colorado St.-Pueblo,NA,CO,RMAC,II
Howard Payne,Howard Payne,HPUWBasketball,https://hpusports.com/sports/womens-basketball,2741,Howard Payne,NA,TX,ASC,III
Incarnate Word,Incarnate Word,uiwwbb,https://uiwcardinals.com/sports/womens-basketball,2743,Incarnate Word,NA,TX,Southland,I
Lake Erie,Lake Erie,lakeeriewbb,https://www.lakeeriestorm.com/sports/wbkb/index,2746,NA,NA,OH,G-MAC,II
Pacific (OR),Pacific (OR),PACUWBB,https://goboxers.com/sports/womens-basketball,2751,NA,TRUE,OR,NWC,III
Southwest Baptist,Southwest Baptist,SBUbearcatsWBB,https://www.sbubearcats.com/sports/womens-basketball,2755,Southwest Baptist,NA,MO,GLVC,II
Western Colo.,Western Colo.,westerncowbb,https://gomountaineers.com/sports/womens-basketball,2759,Western Colo.,NA,CO,RMAC,II
Albertus Magnus,Albertus Magnus,AlbertusWBB,https://www.albertusfalcons.com/sports/wbkb/index,2798,NA,NA,CT,Great Northeast,III
St. Thomas (TX),St. Thomas (TX),USTWBB,https://ustcelts.com/sports/wbkb/index,2810,NA,NA,TX,SCAC,III
Washburn,Washburn,IchabodWBB,https://wusports.com/sports/womens-basketball,2814,Washburn,NA,KS,Mid-America Intercollegiate,II
Wofford,Wofford,wofford_wbb,https://woffordterriers.com/sports/womens-basketball,2915,Wofford,NA,SC,SoCon,I
Hilbert,Hilbert,HilbertWBB,https://hilberthawks.com/sports/womens-basketball,8398,Hilbert,NA,NY,AMCC,III
Hood,Hood,Hood_wbb,https://hoodathletics.com/sports/womens-basketball,8404,Hood,NA,MD,MAC Commonwealth,III
Ark.-Monticello,Ark.-Monticello,UAMwbkb,https://www.uamsports.com/sports/womens-basketball,8411,NA,NA,AR,GAC,II
LeTourneau,LeTourneau,LETUWBB,https://letuathletics.com/sports/womens-basketball,8490,NA,NA,TX,ASC,III
McMurry,McMurry,McMurry_WBB,https://mcmurrysports.com/sports/womens-basketball,8530,NA,NA,TX,ASC,III
Mount St. Joseph,Mount St. Joseph,msjwbb,https://msjlions.com/sports/womens-basketball,8567,NA,TRUE,OH,Heartland,III
St. Mary's (IN),St. Mary's (IN),SMC_Basketball,https://belles.saintmarys.edu/sports/wbkb/index,8688,NA,NA,IN,Michigan Intercol. Ath. Assn.,III
Southwest Minn. St.,Southwest Minn. St.,SMSUWomensHoops,https://smsumustangs.com/sports/womens-basketball,8736,NA,NA,MN,NSIC,II
Southwestern Okla.,Southwestern Okla.,SWOSUW,https://swosuathletics.com/sports/womens-basketball,8744,NA,NA,OK,GAC,II
Southwestern (TX),Southwestern (TX),SUPiratesWBB,https://www.southwesternpirates.com/sports/w-baskbl/index,8746,NA,NA,TX,SCAC,III
Chowan,Chowan,ChowanWBB,https://gocuhawks.com/sports/womens-basketball,8875,NA,NA,NC,Conference Carolinas,II
Wis. Lutheran,Wis. Lutheran,WLC_WBB,https://www.wlcsports.com/sports/wbkb/index,8911,NA,NA,WI,NACC,III
Converse,Converse,Converse_wbb,https://govalkyries.com/sports/womens-basketball,8935,NA,FALSE,SC,Conference Carolinas,II
East Central,East Central,ECUTigersWBB,https://ecutigers.com/sports/womens-basketball,8965,NA,NA,OK,GAC,II
Endicott,Endicott,EndicottWBB,https://www.ecgulls.com/sports/wbkb/index,8981,NA,NA,MA,CCC,III
Georgian Court,Georgian Court,GCULionswbb,https://gculions.com/sports/womens-basketball,9004,Georgian Court,NA,NJ,CACC,II
Fort Hays St.,Fort Hays St.,FHSUWBB,https://fhsuathletics.com/sports/womens-basketball,9011,Fort Hays St.,NA,KS,Mid-America Intercollegiate,II
Mo. Southern St.,Mo. Southern St.,MssuWbb,https://mssulions.com/sports/womens-basketball,9012,NA,NA,MO,Mid-America Intercollegiate,II
Missouri Western,Missouri Western,GriffonWBB,https://gogriffons.com/sports/womens-basketball,9013,NA,NA,MO,Mid-America Intercollegiate,II
Concordia-St. Paul,Concordia-St. Paul,CSPBearsWBB,https://cspbears.com/sports/womens-basketball,9081,NA,NA,MN,NSIC,II
West Va. Wesleyan,West Va. Wesleyan,wvwcwbb,https://wesleyanbobcats.com/sports/womens-basketball,9630,NA,NA,WV,MEC,II
Embry-Riddle (FL),Embry-Riddle (FL),erau_wbb,https://erauathletics.com/sports/womens-basketball,9680,NA,NA,FL,Sunshine State,II
St. Elizabeth,St. Elizabeth,CSEWBB,https://seueagles.com/sports/womens-basketball,9684,NA,NA,NJ,CSAC,III
UC-Colo. Springs,UC-Colo. Springs,UCCSWBB,https://gomountainlions.com/sports/womens-basketball,9754,UC-Colo. Springs,NA,CA,RMAC,II
USC Upstate,SC Upstate,upstateWBB,https://upstatespartans.com/sports/womens-basketball,10411,USC Upstate,NA,SC,Big South,I
Shepherd,Shepherd,SURamsWHoops,https://shepherdrams.com/sports/womens-basketball,10870,Shepherd,NA,WV,PSAC,II
Chatham,Chatham,chathamwbb,https://gochathamcougars.com/sports/womens-basketball,10972,Chatham,NA,PA,PAC,III
Sage Colleges,Sage Colleges,sagewbb,https://www.sagegators.com/sports/wbkb/index,11036,NA,NA,NY,Empire 8,III
S.C. Aiken,S.C. Aiken,USCAWBB,https://pacersports.com/sports/womens-basketball,11276,S.C. Aiken,NA,SC,Peach Belt,II
Colo. Christian,Colo. Christian,ccu_wbb,https://ccucougars.com/sports/womens-basketball,11403,NA,NA,CO,RMAC,II
Colorado Mesa,Colorado Mesa,CMUWBasketball,https://cmumavericks.com/sports/womens-basketball,11416,NA,NA,CO,RMAC,II
Queens (NC),Queens,QueensWBB,https://queensathletics.com/sports/womens-basketball,11504,NA,NA,NC,ASUN,I
Fontbonne,Fontbonne,fontbonnewbb,https://fontbonnegriffins.com/sports/wbkb/index,11538,NA,NA,MO,SLIAC,III
West Florida,West Florida,UWFWBB,https://goargos.com/index.aspx?path=wbball,11740,NA,NA,FL,Gulf South,II
Pitt.-Greensburg,Pitt.-Greensburg,UPG_WBB,https://pittgreensburgathletics.com/sports/womens-basketball,11839,Pitt.-Greensburg,NA,PA,AMCC,III
Wheeling,Wheeling,WU_WBB,https://wucardinals.com/sports/womens-basketball,12799,Wheeling,NA,WV,MEC,II
Northeastern St.,Northeastern St.,RiverHawksWBK,https://goriverhawksgo.com/sports/womens-basketball,12810,Northeastern St.,NA,OK,Mid-America Intercollegiate,II
Tusculum,Tusculum,TusculumWBB,https://www.tusculumpioneers.com/sports/wbkb/index,12830,NA,NA,TN,SAC,II
Centenary (NJ),Centenary (NJ),CyclonesWBB,https://centenarycyclones.com/sports/womens-basketball,12884,NA,NA,NJ,Atlantic East,III
Anderson (SC),Anderson (SC),AUTrojansWBB,https://www.autrojans.com/sports/wbkb/index,13028,Anderson (SC),NA,SC,SAC,II
Lees-McRae,Lees-McRae,LMCWBB,https://lmcbobcats.com/sports/womens-basketball,13302,Lees-McRae,NA,NC,Conference Carolinas,II
Cedar Crest,Cedar Crest,cccwbb,https://cedarcrestathletics.com/sports/womens-basketball,14795,NA,NA,PA,CSAC,III
Belmont,Belmont,belmontwbb,https://belmontbruins.com/sports/womens-basketball,14927,NA,NA,TN,MVC,I
Rosemont,Rosemont,_rosemontwbb,https://rosemont-ravens.com/sports/womens-basketball,15882,Rosemont,NA,PA,CSAC,III
Misericordia,Misericordia,MisericordiaWBB,https://athletics.misericordia.edu/sports/womens-basketball,16142,NA,NA,PA,MAC Freedom,III
William Peace,William Peace,gopeacewbb,https://gopeacepacers.com/sports/womens-basketball,17094,William Peace,NA,NC,USA South,III
Salem (WV),Salem (WV),SU_WBBHoops,https://salemtigers.com/sports/womens-basketball,19117,Salem (WV),NA,WV,DII Independent,II
High Point,High Point,hpuwbb,https://highpointpanthers.com/sports/womens-basketball,19651,High Point,NA,NC,Big South,I
MSOE,MSOE,MSOEwbb,https://www.go-raiders.com/sports/wbkb/index,20220,NA,NA,WI,NACC,III
Chestnut Hill,Chestnut Hill,CHC_WBB,https://griffinathletics.com/sports/womens-basketball,21323,Chestnut Hill,NA,PA,CACC,II
Piedmont,Piedmont,PiedmontWBB,https://piedmontlions.com/sports/womens-basketball,21830,NA,FALSE,GA,CCS,III
Stevenson,Stevenson,StevensonU_WBB,https://www.gomustangsports.com/sports/wbkb/index,21852,NA,NA,MD,MAC Commonwealth,III
JWU (Providence),JWU (Providence),JWUWBasketball,https://providence.jwuathletics.com/sports/wbkb/index,22626,NA,NA,RI,Great Northeast,III
Texas-Dallas,Texas-Dallas,UTDALLAS_WBB,https://utdcomets.com/sports/womens-basketball,23121,UT Dallas,NA,TX,ASC,III
Felician,Felician,FelicianU_WBB,https://www.felicianathletics.com/sports/wbkb/index,23157,NA,NA,NJ,CACC,II
Medaille,Medaille,MedailleWBB,https://medaillesports.com/sports/womens-basketball,23725,Medaille,NA,NY,Empire 8,III
Lesley,Lesley,Lesley_WBB,https://lesleyathletics.com/sports/wbkb/index,24317,NA,NA,MA,NECC,III
Concordia (TX),Concordia (TX),ctxwomensbball,https://athletics.concordia.edu/sports/womens-basketball,24400,Concordia (TX),NA,TX,ASC,III
Nova Southeastern,Nova Southeastern,NSU_WBasketball,https://nsusharks.com/sports/womens-basketball,24639,Nova Southeastern,NA,FL,Sunshine State,II
Penn St.-Altoona,Penn St.-Altoona,PSAltoonaWBB,https://www.psaltoonalions.com/sports/wbkb/index,25719,NA,NA,PA,AMCC,III
Becker,Becker,BCLadyhoopHawks,https://beckerhawks.com/sports/wbkb/index,26107,NA,NA,MA,NECC,III
A&M-Corpus Christi,Texas A&M-CC,Islanders_WBB,https://goislanders.com/sports/womens-basketball,26172,A&M-Corpus Christi,NA,TX,Southland,I
Minn.-Crookston,Minn.-Crookston,UMNCrookstonWBB,https://goldeneaglesports.com/sports/womens-basketball,27854,Minn.-Crookston,NA,MN,NSIC,II
Farmingdale St.,Farmingdale St.,fscwbb_,https://www.farmingdalesports.com/sports/wbkb/index,27892,NA,NA,NY,Skyline,III
Birmingham-Southern,Birmingham-Southern,SOUTHERNWBB,https://bscsports.net/sports/womens-basketball,28593,Birmingham-Southern,NA,AL,SAA,III
USciences,USciences,USciencesWBB,https://www.devilsathletics.com/sports/wbkb/index,28594,NA,NA,PA,CACC,II
Lipscomb,Lipscomb,lipscombwbb,https://lipscombsports.com/sports/womens-basketball,28600,Lipscomb,NA,TN,ASUN,I
Transylvania,Transylvania,TUWBX,http://www.transysports.com/sports/womens-basketball,28749,Transylvania,NA,KY,HCAC,III
Florida Gulf Coast,FGCU,fgcu_wbb,https://fgcuathletics.com/sports/womens-basketball,28755,Fgcu,NA,FL,ASUN,I
Trevecca Nazarene,Trevecca Nazarene,TNUwBasketball,https://www.tnutrojans.com/sports/wbkb/index,30002,NA,NA,TN,G-MAC,II
Lee,Lee,LeeUWBB,https://leeuflames.com/sports/womens-basketball,30013,Lee,NA,TN,Gulf South,II
Utah Valley,Utah Valley,uvuwbb,https://gouvu.com/sports/womens-basketball,30024,Utah Valley,NA,UT,WAC,I
Texas-Tyler,Texas-Tyler,UTTylerWBB,https://uttylerpatriots.com/sports/womens-basketball,30028,Texas-Tyler,NA,TX,Lone Star,II
Northwestern-St. Paul,Northwestern-St. Paul,unwwbb,https://unweagles.com/sports/womens-basketball,30031,NA,NA,MN,UMAC,III
Finlandia,Finlandia,FinnUwbb,https://fulions.com/sports/womens-basketball,30032,NA,NA,MI,C2C,III
Crown (MN),Crown (MN),BasketballCrown,https://athletics.crown.edu/sports/womens-basketball,30035,Crown (MN),NA,MN,UMAC,III
Mount Aloysius,Mount Aloysius,MountieHoops,https://mountieathletics.com/sports/womens-basketball,30036,Mount Aloysius,NA,PA,AMCC,III
Trine,Trine,TrineWBB,https://www.trinethunder.com/sports/wbkb/index,30037,NA,NA,IN,Michigan Intercol. Ath. Assn.,III
Bethany Lutheran,Bethany Lutheran,BethanyWbb,https://blcvikings.com/sports/womens-basketball,30038,Bethany Lutheran,NA,MN,UMAC,III
North Central (MN),North Central (MN),NCU_WBB,https://ncurams.com/sports/womens-basketball,30039,North Central (MN),FALSE,MN,UMAC,III
Mitchell,Mitchell,mitchellcollwbb,https://www.mitchellathletics.com/sports/wbkb/index,30042,NA,NA,CT,NECC,III
Palm Beach Atl.,Palm Beach Atl.,SailfishWBB,https://pbasailfish.com/sports/womens-basketball,30045,Palm Beach Atl.,NA,FL,Sunshine State,II
Keystone,Keystone,KeystoneWBB,https://www.gokcgiants.com/sports/womens-basketball,30047,NA,NA,PA,CSAC,III
Ill. Springfield,Ill. Springfield,UISWBB,https://uisprairiestars.com/sports/womens-basketball,30050,Ill. Springfield,NA,IL,GLVC,II
North Georgia,North Georgia,UNGWBB,https://ungathletics.com/sports/womens-basketball,30052,University of North GeorgiaW,NA,GA,Peach Belt,II
Newman,Newman,NewmanJetsWBB,https://newmanjets.com/sports/womens-basketball,30054,Newman,NA,KS,Mid-America Intercollegiate,II
Cal St. Monterey Bay,Cal St. Monterey Bay,CSUMBwbb,https://otterathletics.com/sports/womens-basketball,30055,Cal St. Monterey Bay,NA,CA,CCAA,II
Seton Hill,Seton Hill,SetonHillWBB,https://athletics.setonhill.edu/sports/womens-basketball,30063,Seton Hill,NA,PA,PSAC,II
Saint Vincent,Saint Vincent,SVC_WomensBball,https://athletics.stvincent.edu/sports/womens-basketball,30064,Saint Vincent,NA,PA,PAC,III
NVU-Lyndon,NVU-Lyndon,LyndonWBB,https://www.lyndonhornets.com/sports/wbkb/index,30065,NA,NA,VT,North Atlantic,III
SUNY Morrisville,SUNY Morrisville,MorrisvilleWBB,https://morrisvillemustangs.com/sports/womens-basketball,30067,NA,NA,NY,United East,III
Franciscan,Franciscan,FranciscanWBB,https://franciscanathletics.com/sports/womens-basketball,30069,Franciscan,NA,OH,PAC,III
William Smith,William Smith,HeronHoops,https://hwsathletics.com/sports/womens-basketball,30073,William Smith,NA,NY,Liberty League,III
Penn St. Harrisburg,Penn St. Harrisburg,PSHbgWBBall,https://athletics.hbg.psu.edu/sports/wbkb/index,30081,NA,NA,PA,United East,III
Geneva,Geneva,genevawbb,https://athletics.geneva.edu/sports/womens-basketball,30084,Geneva,NA,PA,PAC,III
Lancaster Bible,Lancaster Bible,lbc_wbb,https://lbcchargers.com/sports/womens-basketball,30085,NA,NA,PA,United East,III
Tex. Permian Basin,Tex. Permian Basin,UTPB_WBB,https://utpbfalcons.com/sports/womens-basketball,30088,Tex. Permian Basin,NA,TX,Lone Star,II
Flagler,Flagler,Flagler_WBB,https://flaglerathletics.com/sports/womens-basketball,30092,Flagler,NA,FL,Peach Belt,II
AUM,AUM,AUMWarhawksWBB,https://aumathletics.com/sports/womens-basketball,30093,Aum,NA,AL,Gulf South,II
