"event","year","team1","team2","team1_score","team2_score","game_date","winner","margin"
"u15southamerican",2018,"Brazil","Argentina",48,47,"2018-11-03","Brazil",1
"u15southamerican",2018,"Chile","Ecuador",61,43,"2018-11-03","Chile",18
"u16africa",2017,"Mali","Egypt",66,33,"2017-08-05","Mali",33
"u16africa",2017,"Mozambique","Zimbabwe",48,39,"2017-08-05","Mozambique",9
"u16africa",2017,"Egypt","Zimbabwe",55,46,"2017-08-06","Egypt",9
"u16africa",2017,"Angola","Mozambique",64,57,"2017-08-06","Angola",7
"u16africa",2017,"Mali","Zimbabwe",112,22,"2017-08-07","Mali",90
"u16africa",2017,"Egypt","Angola",56,43,"2017-08-07","Egypt",13
"u16africa",2017,"Angola","Zimbabwe",52,29,"2017-08-08","Angola",23
"u16africa",2017,"Mali","Mozambique",76,33,"2017-08-08","Mali",43
"u16africa",2017,"Mali","Angola",60,43,"2017-08-09","Mali",17
"u16africa",2017,"Egypt","Mozambique",64,61,"2017-08-09","Egypt",3
"u16africa",2017,"Angola","Egypt",59,42,"2017-08-11","Angola",17
"u16africa",2017,"Mali","Mozambique",63,39,"2017-08-11","Mali",24
"u16africa",2017,"Egypt","Mozambique",56,38,"2017-08-12","Egypt",18
"u16africa",2017,"Mali","Angola",68,29,"2017-08-12","Mali",39
"u16africa",2019,"Mali","Uganda",108,32,"2019-07-28","Mali",76
"u16africa",2019,"Tanzania","Rwanda",42,36,"2019-07-28","Tanzania",6
"u16africa",2019,"Angola","Mozambique",76,54,"2019-07-28","Angola",22
"u16africa",2019,"Mozambique","Tanzania",78,52,"2019-07-29","Mozambique",26
"u16africa",2019,"Angola","Rwanda",68,49,"2019-07-29","Angola",19
"u16africa",2019,"Egypt","Uganda",80,46,"2019-07-29","Egypt",34
"u16africa",2019,"Angola","Tanzania",71,48,"2019-07-30","Angola",23
"u16africa",2019,"Mozambique","Rwanda",62,37,"2019-07-30","Mozambique",25
"u16africa",2019,"Mali","Egypt",88,57,"2019-07-30","Mali",31
"u16africa",2019,"Egypt","Tanzania",88,41,"2019-08-01","Egypt",47
"u16africa",2019,"Mali","Rwanda",112,32,"2019-08-01","Mali",80
"u16africa",2019,"Mozambique","Uganda",73,69,"2019-08-01","Mozambique",4
"u16africa",2019,"Rwanda","Tanzania",38,32,"2019-08-02","Rwanda",6
"u16africa",2019,"Egypt","Angola",71,50,"2019-08-02","Egypt",21
"u16africa",2019,"Mali","Mozambique",102,25,"2019-08-02","Mali",77
"u16africa",2019,"Uganda","Rwanda",66,51,"2019-08-03","Uganda",15
"u16africa",2019,"Angola","Mozambique",67,59,"2019-08-03","Angola",8
"u16africa",2019,"Mali","Egypt",84,48,"2019-08-03","Mali",36
"u16africa",2021,"Mali","Uganda",92,12,"2021-08-07","Mali",80
"u16africa",2021,"Algeria","Gabon",73,18,"2021-08-07","Algeria",55
"u16africa",2021,"Mali","Gabon",153,14,"2021-08-08","Mali",139
"u16africa",2021,"Egypt","Algeria",101,23,"2021-08-08","Egypt",78
"u16africa",2021,"Uganda","Chad",56,39,"2021-08-08","Uganda",17
"u16africa",2021,"Mali","Algeria",104,18,"2021-08-09","Mali",86
"u16africa",2021,"Egypt","Uganda",89,17,"2021-08-09","Egypt",72
"u16africa",2021,"Chad","Gabon",84,29,"2021-08-09","Chad",55
"u16africa",2021,"Algeria","Chad",33,30,"2021-08-11","Algeria",3
"u16africa",2021,"Egypt","Mali",66,56,"2021-08-11","Egypt",10
"u16africa",2021,"Uganda","Gabon",53,25,"2021-08-11","Uganda",28
"u16africa",2021,"Mali","Chad",78,22,"2021-08-12","Mali",56
"u16africa",2021,"Egypt","Gabon",164,10,"2021-08-12","Egypt",154
"u16africa",2021,"Algeria","Uganda",46,44,"2021-08-12","Algeria",2
"u16africa",2021,"Mali","Algeria",79,14,"2021-08-14","Mali",65
"u16africa",2021,"Egypt","Uganda",119,42,"2021-08-14","Egypt",77
"u16africa",2021,"Algeria","Uganda",53,51,"2021-08-15","Algeria",2
"u16africa",2021,"Mali","Egypt",68,65,"2021-08-15","Mali",3
"u16americas",2017,"Canada","Venezuela",89,38,"2017-06-07","Canada",51
"u16americas",2017,"USA","Colombia",91,33,"2017-06-07","USA",58
"u16americas",2017,"Mexico","Puerto Rico",76,49,"2017-06-07","Mexico",27
"u16americas",2017,"Argentina","Dominican Republic",77,42,"2017-06-07","Argentina",35
"u16americas",2017,"Colombia","Puerto Rico",68,52,"2017-06-08","Colombia",16
"u16americas",2017,"USA","Mexico",100,37,"2017-06-08","USA",63
"u16americas",2017,"Canada","Dominican Republic",89,48,"2017-06-08","Canada",41
"u16americas",2017,"Argentina","Venezuela",71,42,"2017-06-08","Argentina",29
"u16americas",2017,"Colombia","Mexico",45,41,"2017-06-09","Colombia",4
"u16americas",2017,"Venezuela","Dominican Republic",70,50,"2017-06-09","Venezuela",20
"u16americas",2017,"USA","Puerto Rico",79,32,"2017-06-09","USA",47
"u16americas",2017,"Canada","Argentina",71,65,"2017-06-09","Canada",6
"u16americas",2017,"Venezuela","Puerto Rico",62,61,"2017-06-10","Venezuela",1
"u16americas",2017,"Mexico","Dominican Republic",102,45,"2017-06-10","Mexico",57
"u16americas",2017,"Canada","Colombia",64,38,"2017-06-10","Canada",26
"u16americas",2017,"USA","Argentina",98,42,"2017-06-10","USA",56
"u16americas",2017,"Puerto Rico","Dominican Republic",76,69,"2017-06-11","Puerto Rico",7
"u16americas",2017,"Mexico","Venezuela",71,28,"2017-06-11","Mexico",43
"u16americas",2017,"Argentina","Colombia",59,52,"2017-06-11","Argentina",7
"u16americas",2017,"USA","Canada",91,46,"2017-06-11","USA",45
"u16americas",2019,"Canada","Ecuador",79,33,"2019-06-16","Canada",46
"u16americas",2019,"Brazil","Puerto Rico",62,57,"2019-06-16","Brazil",5
"u16americas",2019,"Chile","El Salvador",63,46,"2019-06-16","Chile",17
"u16americas",2019,"Puerto Rico","Ecuador",52,39,"2019-06-17","Puerto Rico",13
"u16americas",2019,"USA","El Salvador",114,19,"2019-06-17","USA",95
"u16americas",2019,"Canada","Brazil",78,39,"2019-06-17","Canada",39
"u16americas",2019,"Chile","Mexico",61,34,"2019-06-17","Chile",27
"u16americas",2019,"Ecuador","Brazil",71,55,"2019-06-18","Ecuador",16
"u16americas",2019,"Mexico","El Salvador",73,25,"2019-06-18","Mexico",48
"u16americas",2019,"Canada","Puerto Rico",83,40,"2019-06-18","Canada",43
"u16americas",2019,"USA","Chile",109,44,"2019-06-18","USA",65
"u16americas",2019,"USA","Mexico",98,33,"2019-06-16","USA",65
"u16americas",2019,"Canada","El Salvador",61,15,"2019-06-20","Canada",46
"u16americas",2019,"USA","Brazil",107,32,"2019-06-20","USA",75
"u16americas",2019,"Puerto Rico","Mexico",50,48,"2019-06-20","Puerto Rico",2
"u16americas",2019,"Chile","Ecuador",56,43,"2019-06-20","Chile",13
"u16americas",2019,"Brazil","Mexico",49,39,"2019-06-21","Brazil",10
"u16americas",2019,"Ecuador","El Salvador",59,26,"2019-06-21","Ecuador",33
"u16americas",2019,"USA","Puerto Rico",103,30,"2019-06-21","USA",73
"u16americas",2019,"Canada","Chile",50,38,"2019-06-21","Canada",12
"u16americas",2019,"Mexico","El Salvador",61,38,"2019-06-22","Mexico",23
"u16americas",2019,"Ecuador","Brazil",59,47,"2019-06-22","Ecuador",12
"u16americas",2019,"Chile","Puerto Rico",59,49,"2019-06-22","Chile",10
"u16americas",2019,"USA","Canada",87,37,"2019-06-22","USA",50
"u16americas",2021,"Puerto Rico","Costa Rica",60,45,"2021-08-23","Puerto Rico",15
"u16americas",2021,"Canada","Brazil",82,56,"2021-08-23","Canada",26
"u16americas",2021,"USA","Chile",117,23,"2021-08-23","USA",94
"u16americas",2021,"Mexico","Argentina",66,58,"2021-08-23","Mexico",8
"u16americas",2021,"Canada","Costa Rica",112,25,"2021-08-24","Canada",87
"u16americas",2021,"Puerto Rico","Brazil",74,67,"2021-08-24","Puerto Rico",7
"u16americas",2021,"Argentina","Chile",69,53,"2021-08-24","Argentina",16
"u16americas",2021,"USA","Mexico",126,43,"2021-08-24","USA",83
"u16americas",2021,"Canada","Puerto Rico",102,50,"2021-08-25","Canada",52
"u16americas",2021,"Brazil","Costa Rica",73,31,"2021-08-25","Brazil",42
"u16americas",2021,"USA","Argentina",115,36,"2021-08-25","USA",79
"u16americas",2021,"Chile","Mexico",62,60,"2021-08-25","Chile",2
"u16americas",2021,"USA","Costa Rica",121,12,"2021-08-27","USA",109
"u16americas",2021,"Canada","Chile",76,25,"2021-08-27","Canada",51
"u16americas",2021,"Mexico","Puerto Rico",67,66,"2021-08-27","Mexico",1
"u16americas",2021,"Argentina","Brazil",56,54,"2021-08-27","Argentina",2
"u16americas",2021,"Brazil","Chile",75,44,"2021-08-28","Brazil",31
"u16americas",2021,"Puerto Rico","Costa Rica",81,48,"2021-08-28","Puerto Rico",33
"u16americas",2021,"Canada","Argentina",74,47,"2021-08-28","Canada",27
"u16americas",2021,"USA","Mexico",121,30,"2021-08-28","USA",91
"u16americas",2021,"Chile","Costa Rica",59,58,"2021-08-29","Chile",1
"u16americas",2021,"Puerto Rico","Brazil",68,49,"2021-08-29","Puerto Rico",19
"u16americas",2021,"Mexico","Argentina",72,67,"2021-08-29","Mexico",5
"u16europe",2017,"Spain","Lithuania",85,36,"2017-08-04","Spain",49
"u16europe",2017,"Germany","Netherlands",79,54,"2017-08-04","Germany",25
"u16europe",2017,"Russia","Poland",65,44,"2017-08-04","Russia",21
"u16europe",2017,"Croatia","Czech Republic",78,72,"2017-08-04","Croatia",6
"u16europe",2017,"Hungary","Romania",87,40,"2017-08-04","Hungary",47
"u16europe",2017,"France","Turkey",70,52,"2017-08-04","France",18
"u16europe",2017,"Italy","Serbia",69,51,"2017-08-04","Italy",18
"u16europe",2017,"Latvia","Belarus",67,52,"2017-08-04","Latvia",15
"u16europe",2017,"Spain","Poland",60,59,"2017-08-05","Spain",1
"u16europe",2017,"Germany","Croatia",78,40,"2017-08-05","Germany",38
"u16europe",2017,"Hungary","Serbia",75,46,"2017-08-05","Hungary",29
"u16europe",2017,"Latvia","Turkey",72,54,"2017-08-05","Latvia",18
"u16europe",2017,"Italy","Romania",87,34,"2017-08-05","Italy",53
"u16europe",2017,"France","Belarus",75,25,"2017-08-05","France",50
"u16europe",2017,"Russia","Lithuania",104,58,"2017-08-05","Russia",46
"u16europe",2017,"Czech Republic","Netherlands",63,40,"2017-08-05","Czech Republic",23
"u16europe",2017,"Hungary","Italy",55,49,"2017-08-06","Hungary",6
"u16europe",2017,"Turkey","Belarus",75,59,"2017-08-06","Turkey",16
"u16europe",2017,"Netherlands","Croatia",55,51,"2017-08-06","Netherlands",4
"u16europe",2017,"Serbia","Romania",82,45,"2017-08-06","Serbia",37
"u16europe",2017,"Germany","Czech Republic",68,46,"2017-08-06","Germany",22
"u16europe",2017,"France","Latvia",68,45,"2017-08-06","France",23
"u16europe",2017,"Poland","Lithuania",68,65,"2017-08-06","Poland",3
"u16europe",2017,"Spain","Russia",57,44,"2017-08-06","Spain",13
"u16europe",2017,"Spain","Netherlands",68,30,"2017-08-08","Spain",38
"u16europe",2017,"Russia","Croatia",76,66,"2017-08-08","Russia",10
"u16europe",2017,"Hungary","Belarus",64,41,"2017-08-08","Hungary",23
"u16europe",2017,"Italy","Turkey",70,66,"2017-08-08","Italy",4
"u16europe",2017,"Germany","Lithuania",73,47,"2017-08-08","Germany",26
"u16europe",2017,"France","Romania",68,25,"2017-08-08","France",43
"u16europe",2017,"Poland","Czech Republic",57,50,"2017-08-08","Poland",7
"u16europe",2017,"Latvia","Serbia",61,47,"2017-08-08","Latvia",14
"u16europe",2017,"Turkey","Netherlands",74,66,"2017-08-09","Turkey",8
"u16europe",2017,"Italy","Spain",50,49,"2017-08-09","Italy",1
"u16europe",2017,"Croatia","Belarus",61,43,"2017-08-09","Croatia",18
"u16europe",2017,"Hungary","Russia",62,56,"2017-08-09","Hungary",6
"u16europe",2017,"Czech Republic","Romania",70,28,"2017-08-09","Czech Republic",42
"u16europe",2017,"France","Poland",76,42,"2017-08-09","France",34
"u16europe",2017,"Serbia","Lithuania",71,42,"2017-08-09","Serbia",29
"u16europe",2017,"Latvia","Germany",62,58,"2017-08-09","Latvia",4
"u16europe",2017,"Netherlands","Romania",69,57,"2017-08-11","Netherlands",12
"u16europe",2017,"Spain","Poland",79,61,"2017-08-11","Spain",18
"u16europe",2017,"Lithuania","Belarus",66,62,"2017-08-11","Lithuania",4
"u16europe",2017,"Germany","Russia",53,52,"2017-08-11","Germany",1
"u16europe",2017,"Czech Republic","Turkey",66,61,"2017-08-11","Czech Republic",5
"u16europe",2017,"France","Italy",74,57,"2017-08-11","France",17
"u16europe",2017,"Croatia","Serbia",59,57,"2017-08-11","Croatia",2
"u16europe",2017,"Hungary","Latvia",63,45,"2017-08-11","Hungary",18
"u16europe",2017,"Belarus","Romania",57,33,"2017-08-12","Belarus",24
"u16europe",2017,"Netherlands","Lithuania",67,59,"2017-08-12","Netherlands",8
"u16europe",2017,"Russia","Poland",85,70,"2017-08-12","Russia",15
"u16europe",2017,"Turkey","Serbia",74,57,"2017-08-12","Turkey",17
"u16europe",2017,"Spain","Germany",54,49,"2017-08-12","Spain",5
"u16europe",2017,"Czech Republic","Croatia",65,49,"2017-08-12","Czech Republic",16
"u16europe",2017,"Italy","Latvia",48,42,"2017-08-12","Italy",6
"u16europe",2017,"France","Hungary",63,55,"2017-08-12","France",8
"u16europe",2019,"Germany","Denmark",92,39,"2019-08-16","Germany",53
"u16europe",2019,"Finland","Hungary",70,63,"2019-08-16","Finland",7
"u16europe",2019,"Spain","Belgium",71,43,"2019-08-16","Spain",28
"u16europe",2019,"Czech Republic","Poland",59,42,"2019-08-16","Czech Republic",17
"u16europe",2019,"Latvia","Sweden",76,40,"2019-08-16","Latvia",36
"u16europe",2019,"Greece","Turkey",65,55,"2019-08-16","Greece",10
"u16europe",2019,"Lithuania","France",66,61,"2019-08-16","Lithuania",5
"u16europe",2019,"Russia","Italy",71,57,"2019-08-16","Russia",14
"u16europe",2019,"Spain","Sweden",83,24,"2019-08-17","Spain",59
"u16europe",2019,"Czech Republic","Greece",58,47,"2019-08-17","Czech Republic",11
"u16europe",2019,"France","Denmark",97,29,"2019-08-17","France",68
"u16europe",2019,"Italy","Finland",70,49,"2019-08-17","Italy",21
"u16europe",2019,"Germany","Lithuania",60,51,"2019-08-17","Germany",9
"u16europe",2019,"Russia","Hungary",69,66,"2019-08-17","Russia",3
"u16europe",2019,"Belgium","Latvia",67,60,"2019-08-17","Belgium",7
"u16europe",2019,"Poland","Turkey",50,39,"2019-08-17","Poland",11
"u16europe",2019,"Lithuania","Denmark",76,40,"2019-08-18","Lithuania",36
"u16europe",2019,"Russia","Finland",78,54,"2019-08-18","Russia",24
"u16europe",2019,"Belgium","Sweden",71,35,"2019-08-18","Belgium",36
"u16europe",2019,"Greece","Poland",68,56,"2019-08-18","Greece",12
"u16europe",2019,"Spain","Latvia",90,52,"2019-08-18","Spain",38
"u16europe",2019,"Czech Republic","Turkey",78,45,"2019-08-18","Czech Republic",33
"u16europe",2019,"France","Germany",61,53,"2019-08-18","France",8
"u16europe",2019,"Hungary","Italy",64,48,"2019-08-18","Hungary",16
"u16europe",2019,"France","Finland",65,56,"2019-08-26","France",9
"u16europe",2019,"Russia","Denmark",95,47,"2019-08-26","Russia",48
"u16europe",2019,"Belgium","Poland",58,51,"2019-08-26","Belgium",7
"u16europe",2019,"Latvia","Greece",60,55,"2019-08-26","Latvia",5
"u16europe",2019,"Italy","Germany",64,39,"2019-08-26","Italy",25
"u16europe",2019,"Lithuania","Hungary",74,60,"2019-08-26","Lithuania",14
"u16europe",2019,"Spain","Turkey",81,40,"2019-08-26","Spain",41
"u16europe",2019,"Czech Republic","Sweden",74,51,"2019-08-26","Czech Republic",23
"u16europe",2019,"France","Belgium",62,41,"2019-08-27","France",21
"u16europe",2019,"Finland","Poland",63,40,"2019-08-27","Finland",23
"u16europe",2019,"Russia","Latvia",65,63,"2019-08-27","Russia",2
"u16europe",2019,"Greece","Denmark",89,44,"2019-08-27","Greece",45
"u16europe",2019,"Lithuania","Czech Republic",72,69,"2019-08-27","Lithuania",3
"u16europe",2019,"Hungary","Sweden",72,32,"2019-08-27","Hungary",40
"u16europe",2019,"Spain","Italy",73,53,"2019-08-27","Spain",20
"u16europe",2019,"Germany","Turkey",62,49,"2019-08-27","Germany",13
"u16europe",2019,"Belgium","Czech Republic",69,57,"2019-08-29","Belgium",12
"u16europe",2019,"Poland","Sweden",53,52,"2019-08-29","Poland",1
"u16europe",2019,"Italy","Latvia",58,48,"2019-08-29","Italy",10
"u16europe",2019,"Denmark","Turkey",54,53,"2019-08-29","Denmark",1
"u16europe",2019,"Lithuania","France",54,51,"2019-08-29","Lithuania",3
"u16europe",2019,"Finland","Hungary",64,49,"2019-08-29","Finland",15
"u16europe",2019,"Russia","Spain",64,60,"2019-08-29","Russia",4
"u16europe",2019,"Germany","Greece",54,44,"2019-08-29","Germany",10
"u16europe",2019,"Turkey","Sweden",55,50,"2019-08-30","Turkey",5
"u16europe",2019,"Czech Republic","Latvia",80,45,"2019-08-30","Czech Republic",35
"u16europe",2019,"Denmark","Poland",68,56,"2019-08-30","Denmark",12
"u16europe",2019,"Hungary","Greece",65,52,"2019-08-30","Hungary",13
"u16europe",2019,"Italy","Belgium",62,54,"2019-08-30","Italy",8
"u16europe",2019,"Germany","Finland",63,42,"2019-08-30","Germany",21
"u16europe",2019,"Spain","France",72,57,"2019-08-30","Spain",15
"u16europe",2019,"Russia","Lithuania",73,66,"2019-08-30","Russia",7
"u16europe",2021,"Germany","Greece",65,47,"2021-08-09","Germany",18
"u16europe",2021,"Albania","Armenia",61,37,"2021-08-09","Albania",24
"u16europe",2021,"Croatia","Lithuania",77,73,"2021-08-09","Croatia",4
"u16europe",2021,"Belgium","Poland",71,63,"2021-08-09","Belgium",8
"u16europe",2021,"France","Bulgaria",87,45,"2021-08-09","France",42
"u16europe",2021,"Malta","Georgia",71,28,"2021-08-09","Malta",43
"u16europe",2021,"Serbia","Hungary",58,55,"2021-08-09","Serbia",3
"u16europe",2021,"Slovenia","Russia",66,60,"2021-08-09","Slovenia",6
"u16europe",2021,"Finland","Latvia",76,75,"2021-08-09","Finland",1
"u16europe",2021,"Spain","Ukraine",98,49,"2021-08-09","Spain",49
"u16europe",2021,"Portugal","Czech Republic",71,54,"2021-08-09","Portugal",17
"u16europe",2021,"Greece","Bulgaria",56,51,"2021-08-10","Greece",5
"u16europe",2021,"North Macedonia","Malta",91,53,"2021-08-10","North Macedonia",38
"u16europe",2021,"Hungary","Lithuania",82,48,"2021-08-10","Hungary",34
"u16europe",2021,"Slovenia","Belgium",62,47,"2021-08-10","Slovenia",15
"u16europe",2021,"Latvia","Germany",57,56,"2021-08-10","Latvia",1
"u16europe",2021,"Albania","Georgia",64,37,"2021-08-10","Albania",27
"u16europe",2021,"Croatia","Ukraine",78,54,"2021-08-10","Croatia",24
"u16europe",2021,"Czech Republic","Poland",61,58,"2021-08-10","Czech Republic",3
"u16europe",2021,"France","Finland",86,72,"2021-08-10","France",14
"u16europe",2021,"Spain","Serbia",58,40,"2021-08-10","Spain",18
"u16europe",2021,"Russia","Portugal",66,43,"2021-08-10","Russia",23
"u16europe",2021,"Bulgaria","Latvia",63,51,"2021-08-11","Bulgaria",12
"u16europe",2021,"Israel","Switzerland",68,37,"2021-08-11","Israel",31
"u16europe",2021,"North Macedonia","Albania",72,46,"2021-08-11","North Macedonia",26
"u16europe",2021,"Hungary","Ukraine",90,62,"2021-08-11","Hungary",28
"u16europe",2021,"Slovenia","Czech Republic",84,67,"2021-08-11","Slovenia",17
"u16europe",2021,"France","Greece",82,43,"2021-08-11","France",39
"u16europe",2021,"Romania","Luxembourg",66,40,"2021-08-11","Romania",26
"u16europe",2021,"Armenia","Georgia",60,58,"2021-08-11","Armenia",2
"u16europe",2021,"Serbia","Lithuania",68,44,"2021-08-11","Serbia",24
"u16europe",2021,"Russia","Belgium",55,47,"2021-08-11","Russia",8
"u16europe",2021,"Finland","Germany",62,60,"2021-08-11","Finland",2
"u16europe",2021,"Slovakia","Ireland",94,40,"2021-08-11","Slovakia",54
"u16europe",2021,"Spain","Croatia",69,38,"2021-08-11","Spain",31
"u16europe",2021,"Poland","Portugal",57,51,"2021-08-11","Poland",6
"u16europe",2021,"Switzerland","Romania",63,54,"2021-08-12","Switzerland",9
"u16europe",2021,"Israel","Ireland",102,39,"2021-08-12","Israel",63
"u16europe",2021,"Slovakia","Luxembourg",57,54,"2021-08-12","Slovakia",3
"u16europe",2021,"France","Germany",77,51,"2021-08-13","France",26
"u16europe",2021,"Switzerland","Ireland",74,36,"2021-08-13","Switzerland",38
"u16europe",2021,"Albania","Malta",53,51,"2021-08-13","Albania",2
"u16europe",2021,"Serbia","Ukraine",59,51,"2021-08-13","Serbia",8
"u16europe",2021,"Russia","Poland",65,58,"2021-08-13","Russia",7
"u16europe",2021,"Latvia","Greece",55,51,"2021-08-13","Latvia",4
"u16europe",2021,"Israel","Luxembourg",66,40,"2021-08-13","Israel",26
"u16europe",2021,"North Macedonia","Armenia",92,22,"2021-08-13","North Macedonia",70
"u16europe",2021,"Hungary","Croatia",79,50,"2021-08-13","Hungary",29
"u16europe",2021,"Belgium","Czech Republic",76,53,"2021-08-13","Belgium",23
"u16europe",2021,"Bulgaria","Finland",64,61,"2021-08-13","Bulgaria",3
"u16europe",2021,"Slovakia","Romania",55,54,"2021-08-13","Slovakia",1
"u16europe",2021,"Spain","Lithuania",108,30,"2021-08-13","Spain",78
"u16europe",2021,"Slovenia","Portugal",72,53,"2021-08-13","Slovenia",19
"u16europe",2021,"France","Latvia",67,66,"2021-08-14","France",1
"u16europe",2021,"Armenia","Malta",51,50,"2021-08-14","Armenia",1
"u16europe",2021,"Serbia","Croatia",79,59,"2021-08-14","Serbia",20
"u16europe",2021,"Russia","Czech Republic",89,72,"2021-08-14","Russia",17
"u16europe",2021,"Germany","Bulgaria",70,55,"2021-08-14","Germany",15
"u16europe",2021,"North Macedonia","Georgia",104,36,"2021-08-14","North Macedonia",68
"u16europe",2021,"Ukraine","Lithuania",51,45,"2021-08-14","Ukraine",6
"u16europe",2021,"Slovenia","Poland",67,47,"2021-08-14","Slovenia",20
"u16europe",2021,"Greece","Finland",58,54,"2021-08-14","Greece",4
"u16europe",2021,"Spain","Hungary",53,39,"2021-08-14","Spain",14
"u16europe",2021,"Belgium","Portugal",48,33,"2021-08-14","Belgium",15
"u16europe",2021,"Switzerland","Luxembourg",60,49,"2021-08-15","Switzerland",11
"u16europe",2021,"Romania","Ireland",69,37,"2021-08-15","Romania",32
"u16europe",2021,"Slovakia","Israel",61,44,"2021-08-15","Slovakia",17
"u16europe",2021,"Luxembourg","Ireland",57,46,"2021-08-16","Luxembourg",11
"u16europe",2021,"Romania","Israel",52,43,"2021-08-16","Romania",9
"u16europe",2021,"Slovakia","Switzerland",68,66,"2021-08-16","Slovakia",2
"u17",2014,"Brazil","Egypt",87,47,"2014-06-28","Brazil",40
"u17",2014,"Australia","Japan",54,46,"2014-06-28","Australia",8
"u17",2014,"Spain","Italy",71,39,"2014-06-28","Spain",32
"u17",2014,"Slovakia","Mexico",54,36,"2014-06-28","Slovakia",18
"u17",2014,"Czech Republic","Korea",61,51,"2014-06-28","Czech Republic",10
"u17",2014,"USA","China",69,41,"2014-06-28","USA",28
"u17",2014,"Hungary","Canada",76,73,"2014-06-28","Hungary",3
"u17",2014,"France","Mali",66,45,"2014-06-28","France",21
"u17",2014,"Brazil","Italy",54,33,"2014-06-29","Brazil",21
"u17",2014,"Australia","Slovakia",58,51,"2014-06-29","Australia",7
"u17",2014,"Spain","Egypt",87,54,"2014-06-29","Spain",33
"u17",2014,"Japan","Mexico",65,36,"2014-06-29","Japan",29
"u17",2014,"Hungary","Czech Republic",88,85,"2014-06-29","Hungary",3
"u17",2014,"USA","France",88,40,"2014-06-29","USA",48
"u17",2014,"Canada","Korea",68,47,"2014-06-29","Canada",21
"u17",2014,"China","Mali",62,33,"2014-06-29","China",29
"u17",2014,"Spain","Brazil",73,52,"2014-07-01","Spain",21
"u17",2014,"Australia","Mexico",64,42,"2014-07-01","Australia",22
"u17",2014,"Italy","Egypt",65,48,"2014-07-01","Italy",17
"u17",2014,"Japan","Slovakia",49,47,"2014-07-01","Japan",2
"u17",2014,"Czech Republic","Canada",71,62,"2014-07-01","Czech Republic",9
"u17",2014,"USA","Mali",78,22,"2014-07-01","USA",56
"u17",2014,"Hungary","Korea",73,68,"2014-07-01","Hungary",5
"u17",2014,"France","China",75,42,"2014-07-01","France",33
"u17",2014,"Canada","Brazil",52,40,"2014-07-02","Canada",12
"u17",2014,"Australia","Mali",72,34,"2014-07-02","Australia",38
"u17",2014,"Hungary","Egypt",100,47,"2014-07-02","Hungary",53
"u17",2014,"Japan","China",69,44,"2014-07-02","Japan",25
"u17",2014,"Czech Republic","Italy",61,57,"2014-07-02","Czech Republic",4
"u17",2014,"France","Slovakia",47,42,"2014-07-02","France",5
"u17",2014,"Spain","Korea",80,51,"2014-07-02","Spain",29
"u17",2014,"USA","Mexico",91,35,"2014-07-02","USA",56
"u17",2014,"China","Egypt",68,51,"2014-07-04","China",17
"u17",2014,"Brazil","Mexico",60,44,"2014-07-04","Brazil",16
"u17",2014,"Hungary","Japan",61,51,"2014-07-04","Hungary",10
"u17",2014,"Mali","Italy",46,44,"2014-07-04","Mali",2
"u17",2014,"USA","Canada",86,45,"2014-07-04","USA",41
"u17",2014,"Korea","Slovakia",55,40,"2014-07-04","Korea",15
"u17",2014,"Czech Republic","Australia",61,50,"2014-07-04","Czech Republic",11
"u17",2014,"Spain","France",73,54,"2014-07-04","Spain",19
"u17",2014,"Mexico","Egypt",76,70,"2014-07-05","Mexico",6
"u17",2014,"Italy","Slovakia",57,38,"2014-07-05","Italy",19
"u17",2014,"Canada","Japan",46,45,"2014-07-05","Canada",1
"u17",2014,"Brazil","China",48,44,"2014-07-05","Brazil",4
"u17",2014,"Australia","France",65,48,"2014-07-05","Australia",17
"u17",2014,"Korea","Mali",76,67,"2014-07-05","Korea",9
"u17",2014,"Spain","Czech Republic",73,41,"2014-07-05","Spain",32
"u17",2014,"USA","Hungary",91,63,"2014-07-05","USA",28
"u17",2014,"Slovakia","Egypt",63,55,"2014-07-06","Slovakia",8
"u17",2014,"Italy","Mexico",64,52,"2014-07-06","Italy",12
"u17",2014,"Japan","France",65,60,"2014-07-06","Japan",5
"u17",2014,"China","Mali",61,27,"2014-07-06","China",34
"u17",2014,"Australia","Canada",69,39,"2014-07-06","Australia",30
"u17",2014,"Brazil","Korea",68,63,"2014-07-06","Brazil",5
"u17",2014,"Hungary","Czech Republic",67,61,"2014-07-06","Hungary",6
"u17",2014,"USA","Spain",77,75,"2014-07-06","USA",2
"u17",2016,"Australia","Mexico",98,38,"2016-06-22","Australia",60
"u17",2016,"Japan","Latvia",77,71,"2016-06-22","Japan",6
"u17",2016,"China","France",56,44,"2016-06-22","China",12
"u17",2016,"Spain","Portugal",59,51,"2016-06-22","Spain",8
"u17",2016,"Italy","Czech Republic",59,57,"2016-06-22","Italy",2
"u17",2016,"USA","Korea",104,45,"2016-06-22","USA",59
"u17",2016,"Mali","Brazil",77,70,"2016-06-22","Mali",7
"u17",2016,"France","Mexico",65,27,"2016-06-23","France",38
"u17",2016,"Australia","China",66,41,"2016-06-23","Australia",25
"u17",2016,"Canada","Latvia",60,57,"2016-06-23","Canada",3
"u17",2016,"Italy","Korea",78,67,"2016-06-24","Italy",11
"u17",2016,"USA","Czech Republic",72,63,"2016-06-24","USA",9
"u17",2016,"Brazil","Portugal",58,54,"2016-06-24","Brazil",4
