college,ncaa_id,college_clean,category
SIUE,660,SIU Edwardsville,College
Sixth Man San Diego,,Sixth Man San Diego,Other
Skyline Community College,,Skyline Community College,Community College
Skyview High School,,Skyview High School,Other
Slippery Rock,643,Slippery Rock,College
Slippery Rock University,643,Slippery Rock,College
Smith College,644,Smith,College
SMU,663,SMU,College
Snow College,,Snow,Community College
Sonoma State,645,Sonoma State,College
Sonoma State University,645,Sonoma State,College
South Alabama,646,South Alabama,College
South Bend Riley High School,,South Bend Riley High School,Other
South Bend Washington,,South Bend Washington,Other
South Burlington High School,,South Burlington High School,Other
South Carolina,648,South Carolina,College
University of South Carolina,648,South Carolina,College
South Carolina State,647,South Carolina State,College
South Carolina State University,647,South Carolina State,College
"University of South Carolina, Aiken",11276,"South Carolina, Aiken",College
South Dakota,650,South Dakota,College
South Dakota Attack,,South Dakota Attack,Other
South Dakota Mines,30139,South Dakota Mines,College
South Dakota Mines and Technology,30139,South Dakota Mines and Technology,College
South Dakota School of Mines,30139,South Dakota School of Mines,College
South Dakota State,649,South Dakota State,College
South Florida,651,South Florida,College
USF,651,South Florida,College
South Georgia Technical College,,South Georgia Technical College,Community College
South Lake High School,,South Lake High School,Other
South Plains College,,South Plains,Community College
Southampton College of Long Island University,,Southampton College of Long Island,College
Southeast Missouri,654,Southeast Missouri State,College
Southeast Missouri State,654,Southeast Missouri State,College
Southeast Missouri State University,654,Southeast Missouri State,College
Southeastern,655,Southeastern,College
Southeastern Community College,,Southeastern CC,Community College
Southeastern Illinois College,,Southeastern Illinois,Community College
Southeastern Louisiana,655,Southeastern Louisiana,College
Southeastern Louisiana University,655,Southeastern Louisiana ,College
Southeastern Missouri,654,Southeastern Missouri,College
Southeastern Oklahoma,1371,Southeastern Oklahoma,College
Southeastern Oklahoma State,1371,Southeastern Oklahoma State,College
Southeastern University,,Southeastern University,College
Southern,665,Southern,College
Southern University,665,Southern,College
Southern Arkansas University,1376,Southern Arkansas University,College
USC,657,Southern Cal,College
Southern Cal,657,Southern California,College
Southern Connecticut State,658,Southern Connecticut State,College
Southern Connecticut State University,658,Southern Connecticut State ,College
Southern Exposure,,Southern Exposure,Other
Southern Guilford High School,,Southern Guilford High School,Other
College of Southern Idaho,,Southern Idaho,Community College
Southern Illinois,659,Southern Illinois,College
Southern Illinois University,659,Southern Illinois ,College
Southern Illinois - Edwardsville,660,Southern Illinois - Edwardsville,College
Southern Illinois Edwardsville,660,Southern Illinois - Edwardsville,College
Southern Illinois University Edwardsville,660,Southern Illinois - Edwardsville,College
"Southern Illinois University, Edwardsville",660,Southern Illinois - Edwardsville,College
Southern Illinois University-Edwardsville,660,Southern Illinois University-Edwardsville,College
Southern Ind.,661,Southern Indiana,College
Southern Indiana,661,Southern Indiana,College
Southern Maine Community College,,Southern Maine CC,Community College
Southern Methodist,663,Southern Methodist,College
Southern Methodist University,663,Southern Methodist,College
Southern Miss,664,Southern Mississippi,College
Southern Mississippi,664,Southern Mississippi,College
University of Southern Mississippi,664,Southern Mississippi,College
Southern N.H.,468,Southern N.H.,College
Southern Nazarene,30152,Southern Nazarene,College
Southern New Hampshire,468,Southern New Hampshire,College
Southern New Hampshire University,468,Southern New Hampshire University,College
Southern Oregon University,,Southern Oregon,College
Southern University Lab School,,Southern University Lab School,Other
Southern Utah,667,Southern Utah,College
Southern Utah University,667,Southern Utah,College
Southern Virginia,30164,Southern Virginia,College
Southern Wesleyan,30192,Southern Wesleyan,College
Southern Wesleyan University,30192,Southern Wesleyan,College
Southfield High School of the Arts and Technology,,Southfield High School of the Arts and Technology,Other
Southport High School,,Southport High School,Other
Southridge High School,,Southridge High School,Other
Southwest Baptist,2755,Southwest Baptist,College
Southwest Baptist University,2755,Southwest Baptist,College
Southwest DeKalb High School,,Southwest DeKalb High School,Other
Southwest Minn. St.,8736,Southwest Minn. St.,College
Southwest Minnesota State,8736,Southwest Minnesota State,College
Southwest Minnesota State University,8736,Southwest Minnesota State University,College
Southwest Missouri State,669,Southwest Missouri State,College
Southwestern University,8746,Southwestern,College
Southwestern High School,,Southwestern High School,Other
Southwestern Michigan College,,Southwestern Michigan,Community College
Southwestern Oklahoma,8744,Southwestern Oklahoma,College
Southwestern Oklahoma State,8744,Southwestern Oklahoma State,College
Southwestern Oklahoma State University,8744,Southwestern Oklahoma State University,College
Spartanburg High School,,Spartanburg High School,Other
Spartanburg Methodist,,Spartanburg Methodist,College
Spearfish High School,,Spearfish High School,Other
Special Olympics South Dakota,,Special Olympics South Dakota,Other
Spelman College,,Spelman,College
Sponsorship Scout,,Sponsorship Scout,Other
Spooky Nook Sports,,Spooky Nook Sports,Other
Sports Center of Connecticut,,Sports Center of Connecticut,Other
Sports Challenge Leadership Academy,,Sports Challenge Leadership Academy,Other
Sports Info Solutions,,Sports Info Solutions,Other
Sports Medical Sciences Academy,,Sports Medical Sciences Academy,Other
Sportsplus,,Sportsplus,Other
Spring Hill College,31091,Spring Hill,College
Springdale Har-Ber,,Springdale Har-Ber,Other
Springfield College,673,Springfield,College
St. Albans High School,,St. Albans High School,Other
St. Ambrose,,St. Ambrose,College
St. Ambrose University,,St. Ambrose,College
St. Andrews University,,St. Andrew's,College
St. Andrew's University,,St. Andrew's University,College
St. Andrews University,,St. Andrews,College
St. Anselm,,Saint Anselm,College
St. Anthony's High School,,St. Anthony's High School,Other
St. Augustine's,,St. Augustine's,College
St. Augustine's University,,St. Augustine's,College
St. Bonaventure,596,St. Bonaventure,College
St. Bonaventure University,596,St. Bonaventure,College
St. Catharine College,,St. Catharine College,College
St. Catherine,597,St. Catherine,College
St. Catherine University,597,St. Catherine University,College
St. Clair County Community College,,St. Clair County Community College,Community College
St. Cloud State,598,St. Cloud State,College
St. Edward's,1334,St. Edward's,College
St. Elizabeth High School,,St. Elizabeth High School,Other
St. Francis,,St. Francis University,College
St. Francis College,599,St. Francis,College
St. Francis Brooklyn,599,St. Francis (NY),College
St. Francis University,,St. Francis University,College
St. Georges Independent School,,St. Georges Independent School,Other
St. Helena High School,,St. Helena High School,Other
St. Henry,,St. Henry,Other
St. John Fisher,601,St. John Fisher,College
St. John Fisher College,601,St. John Fisher,College
St. John's,603,St. John's,College
St. John's University,603,St. John's,College
St. Johns University,603,St. Johns,College
St. Joseph by-the-Sea High School,,St. Joseph by-the-Sea High School,Other
St. Joseph's Academy,,St. Joseph's Academy,Other
St. Joseph's College,605,St. Joseph's College (ME),College
St. Lawrence,607,St. Lawrence,College
St. Lawrence University,607,St. Lawrence University,College
St. Louis,609,St. Louis,College
St. Louis College of Pharmacy,,St. Louis College of Pharmacy,College
St. Luke's,,St. Luke's,College
St. Luke's School,,St. Luke's School,Other
College of Saint Mary,,St. Mary,College
College of St. Mary,,St. Mary,College
St. Mary's,610,St. Mary's,College
St. Mary's (MD),611,St. Mary's (MD),College
St. Mary's (TX),1346,St. Mary's (TX),College
St. Mary's Academy,,St. Mary's Academy,Other
St. Mary's College High School,,St. Mary's College High School,Other
St. Mary's College (Md.),611,St. Mary's College of Maryland,College
St. Mary's College of Maryland,611,St. Mary's College of Maryland,College
St. Mary's High School,,St. Mary's High School,Other
St. Mary's University,1346,St. Mary's University,College
St. Michael's College,613,St. Michael's,College
Saint Michael's College,613,St. Michael's College,College
St. Norbert College,614,St. Norbert College,College
St. Olaf,615,St. Olaf,College
Saint Paul's College,,St. Paul's College,College
St. Paul's High School,,St. Paul's High School,Other
St. Peter,617,St. Peter,College
St. Peter High School,,St. Peter High School,Other
Saint Peter's,617,St. Peter's,College
Saint Peter's University,617,St. Peter's ,College
St. Scholastica,618,St. Scholastica,College
St. Thomas,,St. Thomas (Fla.),College
St. Thomas (Fla.),,St. Thomas (Fla.),College
St. Thomas (Fla.) University,,St. Thomas (Fla.),College
St. Thomas (MN),620,St. Thomas (MN),College
St. Thomas Aquinas College,1348,St. Thomas Aquinas,College
St. Thomas Aquinas High School,,St. Thomas Aquinas High School,Other
Saint Xavier,,St. Xavier,College
St. Xavier University,,St. Xavier,College
Staley High,,Staley High,Other
Stanford,674,Stanford,College
Stanford University,674,Stanford,College
Cal State Stanislaus,103,Stanislaus St.,College
Staples High School,,Staples High School,Other
Starpoint High School,,Starpoint High School,Other
Start High School,,Start High School,Other
State 38,,State 38,Other
State Nebraska Bank and Trust,,State Nebraska Bank and Trust,Other
Staten Island Academy,,Staten Island Academy,Other
Stearns Junior High School,,Stearns Junior High School,Other
Stearns Senior/Junior High School,,Stearns Senior/Junior High School,Other
Steel Valley High School,,Steel Valley High School,Other
Stella Azzurra Basketball Academy,,Stella Azzurra Basketball Academy,Other
Stephen F. Austin,676,Stephen F. Austin,College
Stephen F. Austin State,676,Stephen F. Austin State,College
Sterling College,,Sterling,College
Stetson,678,Stetson,College
Stetson University,678,Stetson,College
Stevens,679,Stevens,College
Stevenson University,21852,Stevenson,College
Sticks Skills Training,,Sticks Skills Training,Other
Stockton Kings,,Stockton,Professional
Stone HS,,Stone HS,Other
Stonehill,682,Stonehill,College
Stonehill College,682,Stonehill,College
Stoney Creek High School,,Stoney Creek High School,Other
Stonington High School,,Stonington High School,Other
Stony Brook,683,Stony Brook,College
Stony Brook University,683,Stony Brook,College
Student Athlete World,,Student Athlete World,Other
Suitland High School,,Suitland High School,Other
Sul Ross State,1390,Sul Ross State,College
Sunrise Christian Academy,,Sunrise Christian Academy,Other
Sunset High School,,Sunset High School,Other
SUNY Brockport,78,SUNY Brockport,College
SUNY Canton,30165,SUNY Canton,College
SUNY Cobleskill,30083,SUNY Cobleskill,College
SUNY-Cobleskill,30083,SUNY Cobleskill,College
SUNY Cortland,,SUNY Cortland,College
SUNY Fredonia,,SUNY Fredonia,College
SUNY Geneseo,247,SUNY Geneseo,College
SUNY Maritime College,,SUNY Maritime College,College
SUNY Niagara,,SUNY Niagara,Community College
SUNY Oneonta,526,SUNY Oneonta,College
SUNY Oswego,,SUNY Oswego,College
SUNY Potsdam,552,SUNY Potsdam,College
SUNY Sullivan Community College,,SUNY Sullivan CC,Community College
SUNY-Canton,30165,SUNY-Canton,College
Svenska Basketligan Dam,,Svenska Basketligan Dam,Other
Swarthmore College,686,Swarthmore,College
Synergy Sports Technology,,Synergy Sports Technology,Other
Syracuse,688,Syracuse,College
Syracuse University,688,Syracuse,College
Syracuse Royals,,Syracuse Royals,Other
Tabor College,,Tabor College,College
Tackle What's Next podcast,,Tackle What's Next podcast,Other
Tacoma Community College,,Tacoma CC,Community College
Taft High School,,Taft High School,Other
Talladega,,Talladega,College
Tallahassee Community College,,Tallahassee CC,Community College
Tallahassee Godby High School,,Tallahassee Godby High School,Other
Tallahassee State College,,Tallahassee State College,College
Tarleton,1395,Tarleton State,College
Tarleton State,1395,Tarleton State,College
Tax Solutions,,Tax Solutions,Other
Taylor University,,Taylor University,College
The College of New Jersey,712,TCNJ,College
TCNJ,712,TCNJ,College
TCU,698,TCU,College
Texas Christian,698,TCU,College
Tea Area High School,,Tea Area High School,Other
Teach for America/KIPP SHINE Prep Elementary School,,Teach for America/KIPP SHINE Prep Elementary School,Other
Team Arkansas Elite,,Team Arkansas Elite,Other
Team Concept,,Team Concept,Other
Team Felton,,Team Felton,Other
Team GBMS,,Team GBMS,Other
Team Go Get It,,Team Go Get It,Other
Team Herro,,Team Herro,Other
Team Loaded,,Team Loaded,Other
Team Melo,,Team Melo,Other
TEAM REAL DEAL,,TEAM REAL DEAL,Other
Team Takeover,,Team Takeover,Other
TEAM THAD ORGANIZATION,,TEAM THAD ORGANIZATION,Other
Team USA,,Team USA,Other
Team USA Basketball,,Team USA Basketball,Other
Team Wildcat Select,,Team Wildcat Select,Other
Temple,690,Temple,College
Temple College,690,Temple,College
Temple University,690,Temple University,College
Tennessee,694,Tennessee,College
Tennessee at Chattanooga,693,Tennessee at Chattanooga,College
Tennessee Flight,,Tennessee Flight,Other
Tennessee Martin,695,Tennessee Martin,College
Tennessee St.,691,Tennessee State,College
Tennessee State,691,Tennessee State,College
Tennessee State University,691,Tennessee State,College
Tennessee Tech,692,Tennessee Tech,College
UT Martin,695,Tennessee-Martin,College
Tenoroc High School,,Tenoroc High School,Other
Teurlings Catholic High School,,Teurlings Catholic High School,Other
Texas,703,Texas,College
Texas A & M International University,30090,Texas A & M International University,College
Texas A&M,697,Texas A&M,College
Texas A&M University,697,Texas A&M University,College
Texas A&M University - Kingsville,696,Texas A&M University - Kingsville,College
A&M-Corpus Christi,26172,Texas A&M-Corpus Christi,College
Texas A&M University - Corpus Christi,26172,Texas A&M-Corpus Christi,College
Texas A&M-Corpus Christi,26172,Texas A&M-Corpus Christi,College
Texas A&M International,30090,Texas A&M-International,College
Texas A&M-International,30090,Texas A&M-International,College
Texas A&M University-Kingsville,696,Texas A&M-Kingsville,College
Texas A&M-Kingsville,696,Texas A&M-Kingsville,College
Texas A&M-Texarkana,,Texas A&M-Texarkana,College
Texas College,,Texas College,College
Texas Grassroots Basketball,,Texas Grassroots Basketball,Other
Texas Legends,,Texas Legends,Other
Texas Permian Basin,30088,Texas Permian Basin,College
Texas-Pan American,536,Texas Rio Grande Valley,College
UT Rio Grande Valley,536,Texas Rio Grande Valley,College
UTRGV,536,Texas Rio Grande Valley,College
Texas Southern,699,Texas Southern,College
Texas Southern University,699,Texas Southern ,College
Texas State,670,Texas State,College
Texas Tech,700,Texas Tech,College
Texas Woman's,701,Texas Woman's,College
Texas Woman's University,701,Texas Woman's ,College
Texas-Arlington,702,Texas-Arlington,College
UT Arlington,702,Texas-Arlington,College
Texas-Dallas,23121,Texas-Dallas,College
Thailand Women's National Team,,Thailand Women's National Team,Other
The American Athletic Conference,,The American Athletic Conference,Other
The Basketball Tournament,,The Basketball Tournament,Other
The Benjamin School,,The Benjamin School,Other
The Brookwood School,,The Brookwood School,Other
The Combine Academy,,The Combine Academy,Other
The Edge Training Facility,,The Edge Training Facility,Other
The Family Inc.,,The Family Inc.,Other
The Geneva School,,The Geneva School,Other
The Hoop Group,,The Hoop Group,Other
The King's Academy,,The King's Academy,Other
The Lexington School,,The Lexington School,Other
The Lovett School,,The Lovett School,Other
The Patrick School,,The Patrick School,Other
The Patterson School,,The Patterson School,Other
The Preuss School,,The Preuss School,Other
The Village School,,The Village School,Other
The Webb School,,The Webb School,Other
Thiel,707,Thiel,College
Thiel College,707,Thiel College,College
Thomas,,Thomas College,College
Thomas College,,Thomas College,College
Thomas Jefferson University,,Thomas Jefferson University,College
Thomas More,1402,Thomas More,College
Thomas More College,1402,Thomas More ,College
Thornton Fractional South H.S.,,Thornton Fractional South H.S.,Other
Thornwood High School,,Thornwood High School,Other
Three Peaks Performance High School,,Three Peaks Performance High School,Other
Three Rivers College,,Three Rivers,Community College
ThunderRidge High School,,ThunderRidge High School,Other
Tiffin,1403,Tiffin,College
Tiffin University,1403,Tiffin University,College
Timpview High School,,Timpview High School,Other
Tindley High School,,Tindley High School,Other
TNBA/AAU,,TNBA/AAU,Other
Toledo,709,Toledo,College
University of Toledo,709,Toledo,College
Toledo Elite AAU Club,,Toledo Elite AAU Club,Other
Tolleson Union High School,,Tolleson Union High School,Other
Toronto Raptors,,Toronto Raptors (NBA),Professional
Totino-Grace High School,,Totino-Grace High School,Other
Tougaloo College,,Tougaloo,College
Towson,711,Towson,College
Transylvania,28749,Transylvania,College
Transylvania University,28749,Transylvania,College
Tree of Hope,,Tree of Hope,Other
Tregueux Cote D'Armour,,Tregueux Cote D'Armour,Other
Trevecca Nazarene,30002,Trevecca Nazarene,College
Trevecca Nazarene University,30002,Trevecca Nazarene University,College
Tri-Cities High School,,Tri-Cities High School,Other
Trimble Tech High School,,Trimble Tech High School,Other
Trinidad High School,,Trinidad High School,Other
Trinidad State College,,Trinidad State CC,Community College
Trinidad State Junior College,,Trinidad State CC,Community College
Trinity University,715,Trinity,College
Trinity,715,Trinity,College
Trinity Catholic High School,,Trinity Catholic High School,Other
Trinity Christian Academy,,Trinity Christian Academy,Other
Trinity College,713,Trinity College,College
Trinity High School,,Trinity High School,Other
Trinity International,,Trinity International,College
Trinity International University,,Trinity International,College
Trinity Valley Community College,,Trinity Valley CC,Community College
Triton College,,Triton ,Community College
Trogylos Priolo,,Trogylos Priolo,Other
Trogylos Priolo Junior Team,,Trogylos Priolo Junior Team,Other
Trotwood Madison High School,,Trotwood Madison High School,Other
Troy,716,Troy,College
Troy University,716,Troy,College
Troy High School,,Troy High School,Other
Truett McConnell,,Truett McConnell,Other
Truett McConnell University,,Truett McConnell ,College
Truman State,499,Truman State,College
Tucson High School,,Tucson High School,Other
Tufts,717,Tufts,College
Tufts University,717,Tufts ,College
Tulane,718,Tulane,College
Tulsa,719,Tulsa,College
Tulsa 66ers,,Tulsa 66ers,Other
Tulsa Central High School,,Tulsa Central High School,Other
Tulsa Shock,,Tulsa Shock (Former WNBA team),Professional
Tupelo HS,,Tupelo HS,Other
Tusculum College,12830,Tusculum,College
Tusculum,12830,Tusculum,College
Tuskegee,720,Tuskegee,College
Tuskegee University,720,Tuskegee ,College
Twin Falls High School,,Twin Falls High School,Other
Ty Harris Elite,,Ty Harris Elite,Other
Tyler Junior College,,Tyler Junior College,Other
Tyne Metropolitan,,Tyne Metropolitan,College
U.S. Coast Guard Academy,722,U.S. Coast Guard Academy,College
U.S. Merchant Marine Academy,724,U.S. Merchant Marine ,College
U.S. Virgin Islands National Team,,U.S. Virgin Islands National Team,Other
U.S. Women's National Team,,U.S. Women's National Team,Other
UAB,9,UAB,College
UC Berkeley,107,UC Berkeley,College
UC Davis,108,UC Davis,College
UC Irvine,109,UC Irvine,College
UC-Irvine,109,UC Irvine,College
UC Merced,30266,UC Merced,College
UC Riverside,111,UC Riverside,College
UC San Diego,112,UC San Diego,College
UC Santa Barbara,104,UC Santa Barbara,College
UC-Santa Barbara,104,UC Santa Barbara,College
UC Santa Cruz,113,UC Santa Cruz,College
UC-Colo. Springs,9754,UC-Colo. Springs,College
UC-Colorado Springs,9754,UC-Colorado Springs,College
UCCS,9754,UCCS,College
UCF,128,UCF,College
UCLA,110,UCLA,College
UConn,164,UConn,College
University of Connecticut,164,UConn,College
Connecticut,164,UConn,College
"University of California, Santa Barbara",104,UCSB,College
UIndy,309,UIndy,College
University of Indianapolis,309,UIndy,College
UL-Monroe,498,UL-Monroe,College
ULM,498,UL-Monroe,College
University of Louisiana Monroe,498,UL-Monroe,College
University of Louisiana-Monroe,498,UL-Monroe,College
UM-Dearborn,,UM-Dearborn,College
UMass,400,UMass,College
University of Massachusetts,400,UMass,College
UMass Amherst,400,UMass,College
UMass Boston,401,UMass Boston,College
University of Massachusetts-Boston,401,UMass Boston,College
UMass Dartmouth,656,UMass Dartmouth,College
UMass Lowell,368,UMass Lowell,College
UMass-Lowell,368,UMass Lowell,College
UMBC,391,UMBC,College
University of Maryland-Baltimore County,391,UMBC,College
University of North Carolina,457,UNC,College
UNC Asheville,456,UNC Asheville,College
UNC Chapel Hill,457,UNC Chapel Hill,College
UNC Charlotte,458,UNC Charlotte,College
UNC Greensboro,459,UNC Greensboro,College
UNCG,459,UNC Greensboro,College
UNC Pembroke,537,UNC Pembroke,College
UNC Wilmington,460,UNC Wilmington,College
UNCW,460,UNC Wilmington,College
Under Armour,,Under Armour,Other
Unio Esportiva Sant Cugat,,Unio Esportiva Sant Cugat,Other
Union University,30153,Union,College
Union,30153,Union,College
Union (TN),30153,Union (TN),College
Union Christian Academy,,Union Christian Academy,Other
Union City High School,,Union City High School,Other
Union College,727,Union College,College
Union County High School,,Union County High School,Other
Unity Reed (formerly Stonewall Jackson),,Unity Reed (formerly Stonewall Jackson),Other
University High School,,University High School,Other
University of Alabama at Birmingham,9,University of Alabama at Birmingham,College
University of Alaska Fairbanks,12,University of Alaska Fairbanks,College
University of Arkansas Little Rock,32,University of Arkansas Little Rock,College
University of Barcelona,,University of Barcelona,College
University of Bridgeport,74,University of Bridgeport,College
University of Central Oklahoma,1009,University of Central Oklahoma,College
University of Colorado at Colorado Springs,9754,University of Colorado at Colorado Springs,College
University of Connecticut (Avery Point),,University of Connecticut (Avery Point),College
University of Dallas,1044,University of Dallas,College
University of Dubuque,192,University of Dubuque,College
University of Edinburgh,,University of Edinburgh,College
University of Findlay,1079,University of Findlay,College
University of Great Falls,,University of Great Falls,College
University of Hartford,272,University of Hartford,College
University of Jamestown,30267,University of Jamestown,College
University of Louisiana at Monroe,498,University of Louisiana at Monroe,College
University of Maine-Fort Kent,,Maine-Fort Kent,College
University of Mary Washington,390,University of Mary Washington,College
University of Maryland Eastern Shore,393,University of Maryland Eastern Shore,College
University of Massachusetts At Dartmouth,656,University of Massachusetts At Dartmouth,College
University of Massachusetts-Lowell,368,University of Massachusetts-Lowell,College
University of Nevada-Reno,466,University of Nevada-Reno,College
University of New Orleans,474,University of New Orleans,College
University of North Alabama,487,University of North Alabama,College
University of North Dakota,494,University of North Dakota,College
University of Northern Iowa,504,University of Northern Iowa,College
University of Northwestern Ohio,,University of Northwestern Ohio,College
University of Northwestern St. Paul,30031,University of Northwestern St. Paul,College
University of Oklahoma,522,University of Oklahoma,College
University of Pittsburgh,545,University of Pittsburgh,College
University of Redlands,567,University of Redlands,College
University of Science and Arts of Oklahoma,,University of Science and Arts of Oklahoma,College
University of Scranton,633,University of Scranton,College
University of South Alabama,646,University of South Alabama,College
University of South Carolina - Upstate,10411,University of South Carolina - Upstate,College
University of Southern Maine,662,University of Southern Maine,College
University of St. Francis,,University of St. Francis,College
University of St. Mark and St. John,,University of St. Mark and St. John,College
University of St. Thomas,620,University of St. Thomas,College
University of Tennessee,694,University of Tennessee,College
University of Tennessee at Chattanooga,693,University of Tennessee at Chattanooga,College
University of Texas at Dallas,23121,University of Texas at Dallas,College
University of Texas at Odessa,30088,University of Texas at Odessa,College
University of Texas Dallas,23121,University of Texas Dallas,College
University of the Incarnate Word,2743,University of the Incarnate Word,College
University of the Sciences,28594,University of the Sciences,College
University of Tulsa,719,University of Tulsa,College
University of Virginia,746,University of Virginia,College
University of Wisconsin-Milwaukee,797,University of Wisconsin-Milwaukee,College
University of Wisconsin-Oshkosh,798,University of Wisconsin-Oshkosh,College
University of Wisconsin-Parkside,799,University of Wisconsin-Parkside,College
University of Wisconsin-Stout,803,University of Wisconsin-Stout,College
University of Wisconsin-Superior,804,University of Wisconsin-Superior,College
University of Wisconsin-Whitewater,805,University of Wisconsin-Whitewater,College
University Prep Science and Math Elementary School,,University Prep Science and Math Elementary School,Other
Unlimited Potential Basketball,,Unlimited Potential Basketball,Other
UNLV,465,UNLV,College
Upland High School,,Upland High School,Other
Upper Iowa,728,Upper Iowa,College
Upper Iowa University,728,Upper Iowa,College
Upper Perkiomen High School,,Upper Perkiomen High School,Other
Urbana,,Urbana,College
Urbana University,,Urbana,College
Ursuline,30140,Ursuline,College
Ursuline College,30140,Ursuline College,College
Ursuline High School,,Ursuline High School,Other
USA Basketball,,USA Basketball,Other
USC Spartanburg,10411,USC Upstate,College
USC Upstate,10411,USC Upstate,College
USC-Aiken,11276,USC-Aiken,College
University of Texas,703,UT,College
University of Texas at Austin,703,UT at Austin,College
UT Dallas,23121,UT Dallas,College
University of Texas Permian Basin,30088,UT Permian Basin,College
UT Permian Basin,30088,UT Permian Basin,College
University of Texas Rio Grande Valley,536,UT Rio Grande Valley,College
UTA,702,UT-Arlington,College
University of Texas-Arlington,702,UT-Arlington,College
UT-Permian Basin,30088,UT-Permian Basin,College
UT-Rio Grande Valley,536,UT-Rio Grande Valley,College
UT-San Antonio,706,UT-San Antonio,College
UT Tyler,30028,UT-Tyler,College
University of Utah,732,Utah,College
Utah,732,Utah,College
Utah Jazz,,Utah Jazz,Professional
Utah Starzz,,Utah Starzz,Professional
Utah State,731,Utah State,College
Utah Tech,30095,Utah Tech,College
Utah Tech University,30095,Utah Tech University,College
Utah Valley,30024,Utah Valley,College
Utah Valley University,30024,Utah Valley,College
Texas-El Paso,704,UTEP,College
UTEP,704,UTEP,College
Utica,733,Utica,College
University of Texas-Rio Grande Valley,536,UTRio Grande Valley,College
Texas-San Antonio,706,UTSA,College
UTSA,706,UTSA,College
UVA Wise,30181,UVA Wise,College
UVa-Wise,30181,UVa-Wise,College
UW-Eau Claire,793,UW-Eau Claire,College
UW-La Crosse,795,UW-La Crosse,College
UW-Milwaukee,797,UW-Milwaukee,College
UW-Oshkosh,798,UW-Oshkosh,College
UW-Parkside,799,UW-Parkside,College
UW-Stevens Point,802,UW-Stevens Point,College
UW-Superior,804,UW-Superior,College
UW-Whitewater,805,UW-Whitewater,College
Va. Wesleyan,745,Va. Wesleyan,College
Vaerlose Basketball Klub,,Vaerlose Basketball Klub,Other
Valdosta State,734,Valdosta State,College
Valencia College,,Valencia College,Community College
Valley Christian High School,,Valley Christian High School,Other
Valley Vista High School,,Valley Vista High School,Other
Vallivue High School,,Vallivue High School,Other
Valparaiso,735,Valparaiso,College
Valpo,735,Valpo,College
Vanderbilt,736,Vanderbilt,College
Vanguard,30263,Vanguard,College
Vanguard University,30263,Vanguard,College
Various High Schools,,Various High Schools,Other
Varsity Team Inc.,,Varsity Team Inc.,Other
Vassar College,737,Vassar College,College
VCU,740,VCU,College
Virginia Commonwealth,740,VCU,College
Virginia Commonwealth University,740,VCU,College
Vegas Elite Basketball Club,,Vegas Elite Basketball Club,Other
Venezuela National Team,,Venezuela National Team,Other
Veritas Academy,,Veritas Academy,Other
University of Vermont,738,Vermont,College
Vermont,738,Vermont,College
Viera High School,,Viera High School,Other
Villa Maria Junior College,,Villa Maria JC,Community College
Villa Walsh Academy,,Villa Walsh Academy,Other
Village Christian High School,,Village Christian High School,Other
Villanova,739,Villanova,College
Vilonia High School,,Vilonia High School,Other
Virginia,746,Virginia,College
University of Virginia College at Wise,30181,Virginia College at Wise,College
Virginia Impact,,Virginia Impact,Other
Virginia Military Institute,741,Virginia Military Institute,College
Virginia State,743,Virginia State,College
Virginia Tech,742,Virginia Tech,College
Virginia Union,744,Virginia Union,College
Virginia University of Lynchburg,374,Virginia University of Lynchburg,College
Virginia Wesleyan,745,Virginia Wesleyan,College
Viterbo University,,Viterbo University,College
Wabash Valley College,,Wabash Valley College,Community College
Waggener High School,,Waggener High School,Other
Wagner,748,Wagner,College
Wagner College,748,Wagner College,College
Waite High School,,Waite High School,Other
Wake Forest,749,Wake Forest,College
Wake Technical Community College,,Wake Technical CC,Community College
Waldorf University,,Waldorf University,College
Walkersville High,,Walkersville High,Other
Wallace State-Hanceville,,Wallace State-Hanceville,Community College
Walsh,30141,Walsh,College
Walsh University,30141,Walsh,College
Walt Whitman High School,,Walt Whitman High School,Other
Warner,,Warner,College
Warner High School,,Warner High School,Other
Warner Pacific,,Warner Pacific,College
Warner University,,Warner University,College
Warren Central High School,,Warren Central High School,Other
Warren County,,Warren County,Community College
Warren County High School,,Warren County High School,Other
Wartburg,750,Wartburg,College
Wartburg College,750,Wartburg College,College
Warwick Valley High School,,Warwick Valley High School,Other
Warwick Veterans Memorial High School,,Warwick Veterans Memorial High School,Other
Warwick Workouts,,Warwick Workouts,Other
Washburn,2814,Washburn,College
Washburn Rural High School,,Washburn Rural High School,Other
University of Washington,756,Washington,College
Washington,756,Washington,College
Washington & Jefferson,751,Washington & Jefferson,College
Washington & Jefferson College,751,Washington & Jefferson College,College
Washington Adventist University,,Washington Adventist University,College
Washington and Jefferson,751,Washington and Jefferson,College
Washington and Lee,752,Washington and Lee,College
Washington College of Maryland,753,Washington College of Maryland,College
Washington High School,,Washington High School,Other
Washington Liberty High School,,Washington Liberty High School,Other
Washington Mystics,,Washington Mystics,Professional
Washington State,754,Washington State,College
Washington State University,754,Washington State University,College
Washington University in St. Louis,755,Washington University in St. Louis,College
Washington Wizards,,Washington Wizards,Professional
Washington Wizards/Washington Mystics,,Washington Wizards/Washington Mystics,Professional
WashU,755,WashU,College
Watauga High School,,Watauga High School,Other
